鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
大里區,房地(土地+建物),臺中市大里區甲興路181~210號,119.49,,鄉村區,乙種建築用地,1081212,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1030429,220.7,4,3,3,有,無,21000000,95152,,0.0,0,含增建或未登記建物。;,RPTOMLLLJHPFFIB48CA
大里區,房地(土地+建物)+車位,臺中市大里區東南路166巷1~30號,21.6,住,,,1081225,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0820603,128.41,4,1,2,有,有,4680000,36446,坡道平面,0.0,0,,RPPNMLTKJHPFFIB68CA
烏日區,房地(土地+建物),臺中市烏日區健行南一路31~60號,73.8,住,,,1081130,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1040703,196.34,4,3,4,有,有,16800000,85566,,0.0,0,,RPVOMLQKJHPFFIB09CA
烏日區,房地(土地+建物),臺中市烏日區長春街481~510號,19.97,住,,,1081219,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0830127,107.24,3,2,2,有,有,4000000,37300,,0.0,0,,RPWOMLQKJHPFFIB56CA
烏日區,房地(土地+建物),臺中市烏日區三榮十六路1巷31~60號,706.47,住,,,1081112,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0740804,228.47,4,2,2,有,無,38254845,167439,,0.0,0,含增建或未登記建物。;包含公共設施保留地之交易。;,RPQPMLQKJHPFFIB68CA
大里區,房地(土地+建物),臺中市大里區亞洲街147巷1~30號,21.3,住,,,1081119,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0681012,73.08,3,2,1,有,無,3850000,52682,,0.0,0,,RPPQMLQKJHPFFIB68CA
大里區,房地(土地+建物),臺中市大里區德芳南一街151~180號,87.87,住,,,1081210,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0870427,189.59,4,2,5,有,無,15860000,83654,,0.0,0,,RPSNMLQKJHPFFIB68CA
烏日區,房地(土地+建物),臺中市烏日區三榮六路61~90號,175.81,住,,,1081216,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1031009,445.7,4,3,5,有,有,34050000,76397,,0.0,0,,RPOOMLQKJHPFFIB38CA
大里區,土地,益民段1291~1320地號,35.56,住,,,1081220,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4166210,117160,,0.0,0,向政府機關承購之案件。;,RPXNMLPKJHPFFIB09CA
大里區,土地,成功段721~750地號,317.6,其他,,,1081219,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3120000,9824,,0.0,0,包含公共設施保留地之交易。;,RPROMLPKJHPFFIB58CA
烏日區,土地,新長壽段1~30地號,741.14,住,,,1081219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,84000000,113339,,0.0,0,,RPVOMLPKJHPFFIB98CA
潭子區,房地(土地+建物),臺中市潭子區大德一路二段48巷1~30號,129.77,住,,,1080830,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0830915,141.1,6,3,4,有,無,13000000,92133,,0.0,0,,RPTPMLKLJHPFFHB38CA
潭子區,房地(土地+建物)+車位,臺中市潭子區合作街38巷1~30號,14.75,住,,,1081213,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871211,143.57,3,2,2,有,有,6500000,45274,坡道平面,29.4,0,,RPWPMLKLJHPFFHB68CA
潭子區,土地,復興段841~870地號,196.57,其他,,,1081223,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2800000,14244,,0.0,0,包含公共設施保留地之交易。;權利人共貳人。,RPVNMLRKJHPFFHB98CA
潭子區,土地,弘富段31~60地號,37.8,住,,,1081218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3659040,96800,,0.0,0,,RPTOMLOKJHPFFHB58CA
大雅區,土地,四德段31~60地號,236.0,其他,,,1090110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18880000,80000,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPUNMLQKJHPFFHB78CA
大雅區,土地,四德段31~60地號,40.0,其他,,,1090110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3200000,80000,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPVNMLQKJHPFFHB88CA
大雅區,土地,四德段31~60地號,474.33,其他,,,1090110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,39825000,83961,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPWNMLQKJHPFFHB98CA
大雅區,土地,四德段31~60地號,142.3,其他,,,1090110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11947500,83960,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPOOMLQKJHPFFHB28CA
大雅區,土地,四德段121~150地號,664.07,其他,,,1090110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,55755000,83960,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPPOMLQKJHPFFHB38CA
大雅區,土地,四德段121~150地號,51.33,其他,,,1090110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5903333,115007,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPQOMLQKJHPFFHB48CA
大雅區,土地,四德段121~150地號,25.67,其他,,,1090110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2951667,114985,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPROMLQKJHPFFHB58CA
大雅區,土地,四德段121~150地號,77.0,其他,,,1090110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8855000,115000,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPSOMLQKJHPFFHB68CA
東勢區,土地,興隆段151~180地號,516.34,,特定農業區,甲種建築用地,1081008,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4050000,7844,,0.0,0,,RPRNMLOKJHPFFGB18CA
東勢區,土地,興隆段151~180地號,506.56,,特定農業區,甲種建築用地,1081008,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4050000,7995,,0.0,0,,RPSNMLOKJHPFFGB28CA
石岡區,土地,新萬安段1381~1410地號,93.74,住,,,1081216,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2277882,24300,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLPKJHPFFGB08CA
梧棲區,房地(土地+建物)+車位,臺中市梧棲區博愛路51巷31~60號,35.97,住,,,1081213,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060125,123.89,2,1,1,有,無,5400000,43587,坡道平面,22.35,0,,RPOOMLRJKHPFFFB18CA
沙鹿區,房地(土地+建物),臺中市沙鹿區臺灣大道七段432巷107弄1~30號,101.73,住,,,1081207,土地1建物2車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0961101,225.07999999999998,10,0,10,有,無,6240000,27723,,0.0,0,,RPPOMLRJKHPFFFB28CA
沙鹿區,土地,護安段241~270地號,67.33,住,,,1081204,土地12建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1028000,15268,,0.0,0,親友、員工或其他特殊關係間之交易。;面積狹小、持分小。,RPROMLRJKHPFFFB48CA
沙鹿區,土地,晉江北段451~480地號,25.64,住,,,1080820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,919087,35846,,0.0,0,包含公共設施保留地之交易。;,RPTOMLKKKHPFFFB08CA
沙鹿區,房地(土地+建物),臺中市沙鹿區正順路1~30號,76.0,住,,,1081128,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0940929,193.4,4,2,2,有,無,9800000,50672,,0.0,0,,RPQNMLQJKHPFFFB18CA
清水區,土地,西寧段631~660地號,109.0,住,,,1081226,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1650000,15138,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTPMLLLJHPFFFB28CA
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區星海路15巷31~60號,25.32,住,,,1061106,土地2建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080922,133.12,3,2,2,有,有,5800000,44396,坡道平面,22.75,900000,,RPTNMLMLJHPFFFB18CA
梧棲區,房地(土地+建物),臺中市梧棲區福德街73巷1~30號,89.0,住,,,1081222,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080617,181.98,6,1,3,有,無,10180000,55940,,0.0,0,,RPWOMLNJKHPFFFB58CA
沙鹿區,房地(土地+建物),臺中市沙鹿區東晉路清雲巷1~30號,98.73,住,,,1081215,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0950320,199.78,8,0,8,有,有,10400000,52057,,0.0,0,含增建或未登記建物。;,RPUOMLLLJHPFFFB28CA
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區臺灣大道六段751~780號,49.07,住,,,1081207,土地1建物1車位2,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071126,213.89,3,2,2,有,有,11800000,55169,坡道平面,0.0,0,,RPRNMLKLJHPFFFB77CA
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區星海路15巷31~60號,25.32,住,,,1080511,土地2建物1車位2,二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080922,149.0,3,2,2,有,有,6600000,44849,坡道平面,38.63,1650000,,RPSNMLQKJHPFFFB38CA
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區星海路15巷31~60號,20.05,住,,,1060823,土地2建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080922,111.61,2,2,1,有,有,4700000,43374,坡道平面,24.0,900000,,RPTNMLQKJHPFFFB48CA
沙鹿區,房地(土地+建物),臺中市沙鹿區星海路15巷31~60號,19.07,住,,,1070713,土地2建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080922,82.78,2,2,1,有,有,4000000,48321,,0.0,0,,RPUNMLQKJHPFFFB58CA
沙鹿區,房地(土地+建物),臺中市沙鹿區星海路15巷31~60號,19.03,住,,,1070821,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080922,82.56,2,2,1,有,有,4000000,48450,,0.0,0,,RPVNMLQKJHPFFFB68CA
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區星海路15巷31~60號,25.18,住,,,1080329,土地2建物1車位2,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080922,141.56,3,2,2,有,有,6400000,47359,升降機械,31.76,1200000,,RPWNMLQKJHPFFFB78CA
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區星海路15巷31~60號,26.07,住,,,1060821,土地2建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080922,136.66,3,2,2,有,有,6200000,46528,坡道平面,22.75,900000,,RPXNMLQKJHPFFFB88CA
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區星海路15巷31~60號,26.07,住,,,1071010,土地2建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080922,136.66,3,2,2,有,有,6500000,48284,坡道平面,22.75,1000000,,RPOOMLQKJHPFFFB08CA
沙鹿區,土地,福至段631~660地號,290.62,住,,,1090107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10549200,36299,,0.0,0,,RPPPMLQKJHPFFFB28CA
清水區,土地,中興段751~780地號,38.25,住,,,1081216,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2199375,57500,,0.0,0,,RPQPMLQKJHPFFFB38CA
沙鹿區,房地(土地+建物),臺中市沙鹿區三條圳二街181~210號,76.0,住,,,1081214,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1080522,136.87,4,2,3,有,無,9100000,66486,,0.0,0,,RPQOMLRKJHPFFFB38CA
沙鹿區,房地(土地+建物),臺中市沙鹿區三條圳二街181~210號,30.0,住,,,1081224,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1080522,90.48,2,2,2,有,無,4600000,50840,,0.0,0,,RPROMLRKJHPFFFB48CA
沙鹿區,土地,平等段901~930地號,1190.42,住,,,1081202,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,70000000,58803,,0.0,0,,RPQPMLRKJHPFFFB48CA
梧棲區,土地,忠孝段541~570地號,12.15,住,,,1090106,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,808500,66543,,0.0,0,,RPQNMLTKJHPFFFB48CA
梧棲區,土地,民權段1321~1350地號,317.0,住,,,1081202,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13232820,41744,,0.0,0,,RPUNMLPKJHPFFFB48CA
外埔區,土地,新六分段1171~1200地號,46.69,,特定農業區,甲種建築用地,1081227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,776880,16639,,0.0,0,,RPPOMLNJKHPFFEB77CA
外埔區,土地,新六分段1171~1200地號,46.69,,特定農業區,甲種建築用地,1081227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,776880,16639,,0.0,0,,RPQOMLNJKHPFFEB87CA
大甲區,房地(土地+建物),臺中市大甲區青三路5巷31~60號,89.0,,工業區,丁種建築用地,1080516,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1081016,212.9,4,3,3,有,無,8800000,41334,,0.0,0,,RPSOMLNJKHPFFEB08CA
大甲區,土地,中山段391~420地號,329.89,其他,,,1090110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11843051,35900,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPQNMLQKJHPFFEB08CA
大甲區,土地,中山段511~540地號,154.03,其他,,,1090110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5529677,35900,,0.0,0,包含公共設施保留地之交易。;本案係屬於協議價購案件,RPRNMLQKJHPFFEB18CA
大甲區,房地(土地+建物)+車位,臺中市大甲區義和二街120巷61~90號,18.81,住,,,1060701,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080831,77.24000000000001,2,2,2,有,有,3450000,55192,坡道平面,23.79,500000,,RPTNMLRKJHPFFEB48CA
大甲區,房地(土地+建物),臺中市大甲區蔣公路214巷1~30號,74.0,住,,,1081227,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土加強磚造,0700505,121.44,5,2,3,有,無,6500000,53524,,0.0,0,04.含增建或未登記建物。,RPPNMLTKJHPFFEB28CA
大甲區,土地,渭水段241~270地號,1854.33,,特定農業區,農牧用地,1081218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5600000,3020,,0.0,0,,RPOOMLKLJHPFFEB47CA
大甲區,土地,和平段691~720地號,1097.0,商,,,1070919,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,132736000,120999,,0.0,0,,RPVNMLKLJHPFFEB08CA
豐原區,房地(土地+建物)+車位,臺中市豐原區三豐路一段61~90號,15.76,商,,,1081221,土地2建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060816,108.12,2,2,1,有,有,7223000,66805,坡道機械,12.33,0,,RPOOMLKKKHPFFDB37CA
后里區,土地,后豐段721~750地號,260.69,商,,,1081231,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,26000000,99735,,0.0,0,含增建或未登記建物。;,RPXNMLKMJHPFFDB28CA
豐原區,土地,市政段721~750地號,138.58,住,,,1081214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13000000,93809,,0.0,0,,RPWOMLOKJHPFFDB48CA
神岡區,房地(土地+建物),臺中市神岡區神清路169巷1~30號,59.52,住,,,1081116,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0680212,111.8,3,2,1,有,無,4500000,40250,,0.0,0,,RPRNMLPKJHPFFDB97CA
西屯區,房地(土地+建物),臺中市西屯區西安街277巷25弄1~30號,4.33,住,,,1081121,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830120,27.770000000000003,1,1,1,有,有,1520000,54735,,0.0,0,,RPWNMLOJKHPFFCB28CA
西屯區,房地(土地+建物),臺中市西屯區西安街277巷25弄1~30號,5.68,住,,,1081220,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830120,47.120000000000005,1,1,1,有,有,2280000,48387,,0.0,0,,RPXNMLOJKHPFFCB38CA
南屯區,房地(土地+建物)+車位,臺中市南屯區文山六街181~210號,51.12,住,,,1080828,土地1建物1車位2,十四層，十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021024,315.25,4,2,2,有,有,21000000,66614,坡道平面,46.96,0,,RPWNMLMJKHPFFCB08CA
西屯區,房地(土地+建物),臺中市西屯區文心路三段129巷1~30號,40.1,住,,,1081124,土地1建物1車位0,一層，騎樓，地下一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0820830,216.89,2,2,2,有,有,9220000,42510,,0.0,0,,RPWQMLLMJHPFFCB48CA
南屯區,房地(土地+建物)+車位,臺中市南屯區楓樹南街211~240號,114.38,住,,,1081214,土地2建物1車位2,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0871215,259.34,4,3,4,有,有,17850000,68829,坡道平面,34.2,0,,RPPRMLLMJHPFFCB87CA
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路二段241~270號,11.38,住,,,1081211,土地1建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830713,112.22,3,2,2,有,有,6250000,55694,坡道平面,0.0,0,含增建或未登記建物。;,RPQNMLKMJHPFFCB47CA
南屯區,土地,永富段661~690地號,1830.88,住,,,1080920,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,265843500,145200,,0.0,0,,RPTOMLPJKHPFFCB18CA
南屯區,土地,永富段211~240地號,600.08,住,,,1080920,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,87131500,145200,,0.0,0,,SPTOMLPJKHPFFCB28CA
西屯區,房地(土地+建物),臺中市西屯區西安街130巷1~30號,4.99,住,,,1081225,土地1建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830328,24.53,1,0,1,有,無,1520000,61965,,0.0,0,,RPOPMLPJKHPFFCB77CA
西屯區,房地(土地+建物)+車位,臺中市西屯區龍門路93巷1~30號,135.76,住,,,1081206,土地2建物1車位1,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0970201,310.26,4,2,4,有,無,49800000,160511,坡道平面,0.0,0,,RPXPMLMKKHPFFCB48CA
南屯區,土地,春社段1021~1050地號,2711.0,農,,,1081127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52500000,19366,,0.0,0,,RPRQMLLMJHPFFCB97CA
西屯區,房地(土地+建物),臺中市西屯區福上巷241弄1~30號,3.84,住,,,1090102,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780524,21.33,1,0,1,有,有,1350000,63291,,0.0,0,,RPUSMLMLJHPFFCB48CA
西屯區,房地(土地+建物),臺中市西屯區四川路87巷31~60號,14.79,住,,,1081219,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861121,121.21,3,2,2,有,有,6660000,54946,,0.0,0,,RPXOMLMLJHPFFCB38CA
南屯區,房地(土地+建物)+車位,臺中市南屯區東興東街61~90號,11.62,住,,,1081213,土地1建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830503,111.75,2,2,2,有,有,7220000,64609,坡道機械,0.0,800000,,RPWPMLLLJHPFFCB28CA
西屯區,房地(土地+建物),臺中市西屯區福聯街31~60號,4.86,住,,,1081230,土地1建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830610,27.29,1,0,1,有,有,1150000,42140,,0.0,0,,RPUNMLLLJHPFFCB87CA
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段601~630號,37.61,住,,,1081027,土地1建物1車位2,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,320.0,3,2,3,有,有,26500000,82813,坡道平面,52.28,0,,RPWNMLLLJHPFFCB08CA
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段601~630號,37.61,住,,,1081126,土地1建物1車位2,十八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,320.0,3,2,3,有,有,26740000,83563,坡道平面,52.28,0,,RPPOMLLLJHPFFCB47CA
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段601~630號,40.01,住,,,1081214,土地1建物1車位2,四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,337.57,3,2,3,有,有,28000000,82946,坡道平面,52.28,0,,RPQOMLLLJHPFFCB57CA
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南五路一段301~330號,26.94,住,,,1081113,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890316,163.19,4,2,2,有,有,13000000,79662,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXRMLKLJHPFFCB48CA
西屯區,房地(土地+建物),臺中市西屯區西屯路二段270巷1~30號,16.05,住,,,1081227,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780725,62.120000000000005,7,0,7,有,無,4650000,74855,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLKLJHPFFCB37CA
西屯區,車位,臺中市西屯區河南路二段391~420號,0.95,住,,,1081214,土地0建物0車位1,,,其他,,,,18.2,0,0,0,有,有,1300000,,坡道平面,0.0,0,,RPTRMLQKJHPFFCB58CA
南屯區,房地(土地+建物),臺中市南屯區黎明路二段71巷1~30號,11.85,住,,,1081209,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821120,68.43,2,1,1,有,有,4060000,59331,,0.0,0,,RPVRMLQKJHPFFCB78CA
西屯區,土地,廣福段31~60地號,700.98,工,,,1081128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,59360000,84681,,0.0,0,,RPSQMLQKJHPFFCB38CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大英西一街1~30號,15.4,住,,,1081118,土地1建物3車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821110,237.04999999999998,3,2,2,有,有,8000000,33747,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;本買賣案件係屬三親等間特殊交易，其交易價格可能異於市場正常交易價格。,RPPSMLPKJHPFFCB18CA
西屯區,房地(土地+建物),臺中市西屯區永昌三街1~30號,27.8,住,,,1081123,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740202,95.19,3,2,2,有,有,5580000,58620,,0.0,0,,RPUPMLPKJHPFFCB38CA
西屯區,土地,順和段241~270地號,99.01,住,,,1081129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7800000,78780,,0.0,0,,RPVPMLPKJHPFFCB48CA
北區,房地(土地+建物),臺中市北區五權路241~270號,23.9,住,,,1081124,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0890705,181.87,4,2,2,有,有,7900000,43438,,0.0,0,,RPPNMLNKKHPFFBB47CA
北屯區,房地(土地+建物)+車位,臺中市北屯區太順路61~90號,18.93,住,,,1081208,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080424,155.98,3,2,2,有,有,9400000,60264,坡道平面,27.55,0,,RPRNMLKKKHPFFBB37CA
北屯區,房地(土地+建物)+車位,臺中市北屯區東光路781~810號,9.82,住,,,1081205,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830824,118.86999999999999,3,2,2,有,有,5950000,50055,坡道機械,0.0,0,,RPTPMLRJKHPFFBB38CA
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段1111~1140號,20.64,住,,,1081211,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021126,187.26,3,2,2,有,有,9080000,48489,坡道平面,32.04,0,,RPVNMLPJKHPFFBB18CA
北屯區,房地(土地+建物),臺中市北屯區北屯路426之8巷1~30號,15.8,住,,,1080730,土地2建物1車位0,十層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081108,87.37,2,1,1,有,有,6730000,77029,,0.0,0,,RPXQMLPJKHPFFBB68CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,16.93,住,,,1080520,土地2建物1車位1,七層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081108,124.07,2,1,1,有,有,8580000,73865,坡道平面,28.22,1500000,,RPORMLPJKHPFFBB87CA
北屯區,房地(土地+建物),臺中市北屯區北屯路426之8巷1~30號,16.36,住,,,1080717,土地2建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,91.81,2,1,1,有,有,6790000,73957,,0.0,0,,RPPRMLPJKHPFFBB97CA
北屯區,房地(土地+建物),臺中市北屯區北屯路426之8巷1~30號,16.36,住,,,1080916,土地2建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,91.81,2,1,1,有,有,6980000,76027,,0.0,0,,RPQRMLPJKHPFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,20.06,住,,,1080413,土地2建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,145.32,3,1,2,有,有,9890000,71392,坡道平面,27.1,1450000,,RPRRMLPJKHPFFBB18CA
北區,房地(土地+建物),臺中市北區山西路二段8巷1~30號,63.0,住,,,1081224,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0730120,99.54,3,2,1,有,無,12000000,120555,,0.0,0,含增建或未登記建物。;,RPXSMLOJKHPFFBB78CA
